SiteId,SiteName,MonitorDate,PSI,SO2SubIndex,COSubIndex,O3SubIndex,PM10SubIndex,NO2SubIndex
83,麥寮,2017-04-08,52,4,,,52,
80,關山,2017-04-08,25,2,,25,23,
78,馬公,2017-04-08,27,1,2,24,27,
77,金門,2017-04-08,24,3,2,24,23,
75,馬祖,2017-04-08,39,5,5,37,39,
72,埔里,2017-04-08,61,2,3,61,45,
71,復興,2017-04-08,37,14,8,,37,
70,永和,2017-04-08,55,4,18,,55,
69,竹山,2017-04-08,62,4,3,62,52,
68,中壢,2017-04-08,58,6,17,,58,
67,三重,2017-04-08,61,6,16,,61,
66,冬山,2017-04-08,50,4,6,37,50,
65,宜蘭,2017-04-08,44,2,4,42,44,
64,陽明,2017-04-08,68,5,4,68,32,
63,花蓮,2017-04-08,30,2,3,28,30,
62,臺東,2017-04-08,31,2,5,18,31,
61,恆春,2017-04-08,32,2,1,28,32,
60,潮州,2017-04-08,49,3,3,49,40,
59,屏東,2017-04-08,48,4,4,48,41,
58,小港,2017-04-08,47,14,5,47,41,
57,前鎮,2017-04-08,40,14,,,40,
56,前金,2017-04-08,48,11,4,45,48,
54,左營,2017-04-08,58,7,4,58,51,
53,楠梓,2017-04-08,63,7,5,63,56,
52,林園,2017-04-08,66,5,4,66,28,
51,大寮,2017-04-08,47,6,4,42,47,
50,鳳山,2017-04-08,52,10,9,,52,
49,仁武,2017-04-08,64,9,6,64,50,
48,橋頭,2017-04-08,45,4,4,45,40,
47,美濃,2017-04-08,78,3,3,78,36,
46,臺南,2017-04-08,48,5,5,48,39,
45,安南,2017-04-08,45,3,5,40,45,
44,善化,2017-04-08,42,7,3,42,40,
43,新營,2017-04-08,48,5,4,39,48,
42,嘉義,2017-04-08,48,8,3,48,42,
41,臺西,2017-04-08,47,4,,,47,
40,朴子,2017-04-08,58,5,4,43,58,
39,新港,2017-04-08,45,5,5,42,45,
38,崙背,2017-04-08,50,4,4,47,50,
37,斗六,2017-04-08,57,4,3,57,46,
36,南投,2017-04-08,51,1,4,49,51,
35,二林,2017-04-08,47,5,4,47,47,
34,線西,2017-04-08,52,4,,,52,
33,彰化,2017-04-08,53,3,5,53,48,
32,西屯,2017-04-08,63,28,6,63,50,
31,忠明,2017-04-08,59,3,7,59,41,
30,大里,2017-04-08,60,4,5,60,54,
29,沙鹿,2017-04-08,65,3,5,65,46,
28,豐原,2017-04-08,73,6,11,73,45,
27,三義,2017-04-08,70,4,3,70,48,
26,苗栗,2017-04-08,66,4,4,66,52,
25,頭份,2017-04-08,48,2,,,48,
24,新竹,2017-04-08,52,4,6,52,41,
23,竹東,2017-04-08,52,2,4,52,51,
22,湖口,2017-04-08,58,7,5,58,50,
21,龍潭,2017-04-08,65,4,5,65,56,
20,平鎮,2017-04-08,62,5,7,62,54,
19,觀音,2017-04-08,56,7,6,56,54,
18,大園,2017-04-08,58,8,7,58,54,
17,桃園,2017-04-08,63,8,10,63,56,
16,大同,2017-04-08,60,5,18,,60,
15,松山,2017-04-08,71,7,11,71,54,
14,古亭,2017-04-08,100,3,10,100,52,
13,萬華,2017-04-08,83,4,10,83,48,
12,中山,2017-04-08,77,4,9,77,54,
11,士林,2017-04-08,70,4,8,70,49,
10,淡水,2017-04-08,61,5,10,61,54,
9,林口,2017-04-08,72,8,9,72,68,
8,菜寮,2017-04-08,78,5,8,78,54,
7,新莊,2017-04-08,71,8,12,71,59,
6,板橋,2017-04-08,85,10,11,85,64,
5,土城,2017-04-08,90,,7,90,,
4,新店,2017-04-08,110,4,8,110,47,
3,萬里,2017-04-08,63,6,4,63,51,
2,汐止,2017-04-08,67,11,10,67,52,
1,基隆,2017-04-08,60,8,7,60,36,
83,麥寮,2017-04-07,62,5,,,62,
80,關山,2017-04-07,26,2,,26,25,
78,馬公,2017-04-07,36,5,3,26,36,
77,金門,2017-04-07,43,8,4,27,43,
75,馬祖,2017-04-07,50,5,5,36,50,
72,埔里,2017-04-07,55,4,6,46,55,
71,復興,2017-04-07,46,10,4,,46,
70,永和,2017-04-07,56,6,23,,56,
69,竹山,2017-04-07,64,3,5,62,64,
68,中壢,2017-04-07,65,8,21,,65,
67,三重,2017-04-07,71,8,27,,71,
66,冬山,2017-04-07,56,6,7,45,56,
65,宜蘭,2017-04-07,58,4,5,58,52,
64,陽明,2017-04-07,54,4,3,54,25,
63,花蓮,2017-04-07,33,4,3,33,33,
62,臺東,2017-04-07,28,3,5,21,28,
61,恆春,2017-04-07,36,4,1,36,36,
60,潮州,2017-04-07,60,3,3,60,52,
59,屏東,2017-04-07,64,4,5,64,50,
58,小港,2017-04-07,56,20,4,48,56,
57,前鎮,2017-04-07,48,8,,,48,
56,前金,2017-04-07,54,9,3,46,54,
54,左營,2017-04-07,50,8,5,46,50,
53,楠梓,2017-04-07,64,8,7,42,64,
52,林園,2017-04-07,41,1,2,31,41,
51,大寮,2017-04-07,58,3,3,57,58,
50,鳳山,2017-04-07,53,6,8,,53,
49,仁武,2017-04-07,56,8,5,49,56,
48,橋頭,2017-04-07,51,6,5,39,51,
47,美濃,2017-04-07,62,4,4,62,52,
46,臺南,2017-04-07,49,6,6,37,49,
45,安南,2017-04-07,52,6,6,38,52,
44,善化,2017-04-07,51,6,4,43,51,
43,新營,2017-04-07,56,4,4,51,56,
42,嘉義,2017-04-07,62,5,5,62,58,
41,臺西,2017-04-07,54,5,,,54,
40,朴子,2017-04-07,60,4,4,46,60,
39,新港,2017-04-07,59,5,5,58,59,
38,崙背,2017-04-07,63,4,4,51,63,
37,斗六,2017-04-07,59,5,5,58,59,
36,南投,2017-04-07,65,5,7,53,65,
35,二林,2017-04-07,58,5,4,41,58,
34,線西,2017-04-07,58,6,,,58,
33,彰化,2017-04-07,54,6,7,42,54,
32,西屯,2017-04-07,60,9,8,47,60,
31,忠明,2017-04-07,45,5,8,45,,
30,大里,2017-04-07,66,6,8,53,66,
29,沙鹿,2017-04-07,58,5,6,46,58,
28,豐原,2017-04-07,61,7,5,61,54,
27,三義,2017-04-07,55,4,4,45,55,
26,苗栗,2017-04-07,58,5,6,49,58,
25,頭份,2017-04-07,57,6,,,57,
24,新竹,2017-04-07,54,5,10,39,54,
23,竹東,2017-04-07,51,16,6,38,51,
22,湖口,2017-04-07,58,8,6,44,58,
21,龍潭,2017-04-07,58,5,9,47,58,
20,平鎮,2017-04-07,61,8,8,39,61,
19,觀音,2017-04-07,40,4,5,40,,
18,大園,2017-04-07,64,9,8,42,64,
17,桃園,2017-04-07,60,8,12,41,60,
16,大同,2017-04-07,66,9,29,,66,
15,松山,2017-04-07,58,8,15,54,58,
14,古亭,2017-04-07,53,7,14,50,53,
13,萬華,2017-04-07,58,7,17,37,58,
12,中山,2017-04-07,58,8,17,39,58,
11,士林,2017-04-07,53,6,12,37,53,
10,淡水,2017-04-07,57,7,10,37,57,
9,林口,2017-04-07,72,5,7,44,72,
8,菜寮,2017-04-07,60,8,15,37,60,
7,新莊,2017-04-07,59,9,14,51,59,
6,板橋,2017-04-07,61,11,14,49,61,
5,土城,2017-04-07,54,9,12,54,54,
4,新店,2017-04-07,55,8,9,55,45,
3,萬里,2017-04-07,74,5,7,74,57,
2,汐止,2017-04-07,66,7,16,66,59,
1,基隆,2017-04-07,71,8,10,71,44,
83,麥寮,2017-04-06,72,6,,,72,
80,關山,2017-04-06,32,1,,32,27,
78,馬公,2017-04-06,53,5,5,53,47,
77,金門,2017-04-06,58,8,4,30,58,
75,馬祖,2017-04-06,56,7,3,49,56,
72,埔里,2017-04-06,84,5,6,84,56,
71,復興,2017-04-06,54,8,8,,54,
70,永和,2017-04-06,52,7,25,,52,
69,竹山,2017-04-06,82,6,5,82,64,
68,中壢,2017-04-06,62,8,26,,62,
67,三重,2017-04-06,60,7,27,,60,
66,冬山,2017-04-06,41,2,5,33,41,
65,宜蘭,2017-04-06,41,3,5,37,41,
64,陽明,2017-04-06,57,5,3,57,25,
63,花蓮,2017-04-06,38,3,4,38,35,
62,臺東,2017-04-06,31,3,5,26,31,
61,恆春,2017-04-06,44,3,1,44,38,
60,潮州,2017-04-06,69,3,5,69,60,
59,屏東,2017-04-06,64,4,6,64,58,
58,小港,2017-04-06,58,12,6,42,58,
57,前鎮,2017-04-06,58,8,,,58,
56,前金,2017-04-06,57,12,7,57,56,
54,左營,2017-04-06,69,9,7,69,58,
53,楠梓,2017-04-06,68,7,6,66,68,
52,林園,2017-04-06,48,4,5,48,40,
51,大寮,2017-04-06,63,4,6,54,63,
50,鳳山,2017-04-06,61,7,7,,61,
49,仁武,2017-04-06,64,10,6,63,64,
48,橋頭,2017-04-06,60,6,5,58,60,
47,美濃,2017-04-06,85,3,4,85,54,
46,臺南,2017-04-06,77,4,6,77,52,
45,安南,2017-04-06,80,6,5,80,56,
44,善化,2017-04-06,73,6,4,73,54,
43,新營,2017-04-06,64,4,5,64,62,
42,嘉義,2017-04-06,76,8,6,76,62,
41,臺西,2017-04-06,62,7,,,62,
40,朴子,2017-04-06,75,5,5,75,62,
39,新港,2017-04-06,72,16,6,72,67,
38,崙背,2017-04-06,72,7,5,72,66,
37,斗六,2017-04-06,86,6,5,86,66,
36,南投,2017-04-06,75,4,6,75,63,
35,二林,2017-04-06,67,6,5,67,63,
34,線西,2017-04-06,64,7,,,64,
33,彰化,2017-04-06,61,9,7,61,58,
32,西屯,2017-04-06,62,10,7,62,61,
31,忠明,2017-04-06,60,9,9,60,58,
30,大里,2017-04-06,67,8,8,67,66,
29,沙鹿,2017-04-06,62,10,8,58,62,
28,豐原,2017-04-06,70,9,5,70,56,
27,三義,2017-04-06,59,5,4,59,55,
26,苗栗,2017-04-06,59,5,6,59,59,
25,頭份,2017-04-06,58,6,,,58,
24,新竹,2017-04-06,60,5,9,58,60,
23,竹東,2017-04-06,55,4,6,47,55,
22,湖口,2017-04-06,65,6,6,65,60,
21,龍潭,2017-04-06,62,6,9,62,61,
20,平鎮,2017-04-06,62,8,11,51,62,
19,觀音,2017-04-06,57,8,7,57,,
18,大園,2017-04-06,65,10,11,54,65,
17,桃園,2017-04-06,61,14,13,43,61,
16,大同,2017-04-06,57,7,28,,57,
15,松山,2017-04-06,40,10,15,30,40,
14,古亭,2017-04-06,42,7,16,40,42,
13,萬華,2017-04-06,50,6,18,50,47,
12,中山,2017-04-06,46,7,18,36,46,
11,士林,2017-04-06,52,4,9,52,37,
10,淡水,2017-04-06,56,6,8,56,51,
9,林口,2017-04-06,60,7,9,58,60,
8,菜寮,2017-04-06,53,6,15,53,52,
7,新莊,2017-04-06,58,11,13,48,58,
6,板橋,2017-04-06,61,12,19,45,61,
5,土城,2017-04-06,54,9,15,50,54,
4,新店,2017-04-06,36,5,12,33,36,
3,萬里,2017-04-06,39,6,5,39,39,
2,汐止,2017-04-06,47,7,10,40,47,
1,基隆,2017-04-06,65,6,13,65,33,
83,麥寮,2017-04-05,64,5,,,64,
80,關山,2017-04-05,41,1,,41,30,
78,馬公,2017-04-05,51,3,3,51,41,
77,金門,2017-04-05,73,8,7,55,73,
75,馬祖,2017-04-05,66,8,4,66,56,
72,埔里,2017-04-05,77,4,5,77,47,
71,復興,2017-04-05,60,11,9,,60,
70,永和,2017-04-05,37,3,14,,37,
69,竹山,2017-04-05,79,5,5,79,54,
68,中壢,2017-04-05,56,8,16,,56,
67,三重,2017-04-05,52,6,21,,52,
66,冬山,2017-04-05,42,2,3,42,36,
65,宜蘭,2017-04-05,52,3,4,52,39,
64,陽明,2017-04-05,54,3,2,54,24,
63,花蓮,2017-04-05,46,3,3,46,33,
62,臺東,2017-04-05,35,2,4,34,35,
61,恆春,2017-04-05,53,1,2,53,40,
60,潮州,2017-04-05,90,4,5,90,64,
59,屏東,2017-04-05,91,8,5,91,58,
58,小港,2017-04-05,69,10,6,69,58,
57,前鎮,2017-04-05,62,10,,,62,
56,前金,2017-04-05,80,6,6,80,63,
54,左營,2017-04-05,78,7,5,78,62,
53,楠梓,2017-04-05,79,6,5,79,72,
52,林園,2017-04-05,62,6,5,62,50,
51,大寮,2017-04-05,63,12,7,63,62,
50,鳳山,2017-04-05,66,9,7,,66,
49,仁武,2017-04-05,79,14,5,79,63,
48,橋頭,2017-04-05,65,5,5,63,65,
47,美濃,2017-04-05,74,4,4,74,54,
46,臺南,2017-04-05,72,5,6,72,54,
45,安南,2017-04-05,74,5,5,74,60,
44,善化,2017-04-05,67,5,4,67,54,
43,新營,2017-04-05,62,5,4,62,61,
42,嘉義,2017-04-05,68,6,5,68,58,
41,臺西,2017-04-05,54,6,,,54,
40,朴子,2017-04-05,68,5,4,68,64,
39,新港,2017-04-05,72,7,5,72,62,
38,崙背,2017-04-05,64,5,5,64,60,
37,斗六,2017-04-05,76,6,5,76,56,
36,南投,2017-04-05,67,5,7,67,54,
35,二林,2017-04-05,62,5,5,58,62,
34,線西,2017-04-05,58,5,,,58,
33,彰化,2017-04-05,52,6,7,51,52,
32,西屯,2017-04-05,63,5,5,63,51,
31,忠明,2017-04-05,60,4,6,60,44,
30,大里,2017-04-05,67,3,7,67,50,
29,沙鹿,2017-04-05,59,4,5,59,47,
28,豐原,2017-04-05,61,4,4,61,43,
27,三義,2017-04-05,58,2,3,58,43,
26,苗栗,2017-04-05,59,4,5,59,51,
25,頭份,2017-04-05,48,2,,,48,
24,新竹,2017-04-05,54,3,8,54,54,
23,竹東,2017-04-05,59,3,5,59,51,
22,湖口,2017-04-05,70,6,4,70,52,
21,龍潭,2017-04-05,85,4,7,85,54,
20,平鎮,2017-04-05,74,8,8,74,52,
19,觀音,2017-04-05,64,7,5,64,57,
18,大園,2017-04-05,57,9,6,57,56,
17,桃園,2017-04-05,66,11,10,66,52,
16,大同,2017-04-05,53,5,21,,53,
15,松山,2017-04-05,52,5,7,52,37,
14,古亭,2017-04-05,66,3,7,66,33,
13,萬華,2017-04-05,59,4,8,59,37,
12,中山,2017-04-05,54,4,9,54,36,
11,士林,2017-04-05,54,4,5,54,40,
10,淡水,2017-04-05,51,2,5,51,46,
9,林口,2017-04-05,56,4,6,56,50,
8,菜寮,2017-04-05,58,5,9,58,39,
7,新莊,2017-04-05,62,5,9,62,48,
6,板橋,2017-04-05,75,6,9,75,50,
5,土城,2017-04-05,81,4,7,81,42,
4,新店,2017-04-05,63,3,5,63,30,
3,萬里,2017-04-05,38,4,3,38,32,
2,汐止,2017-04-05,52,6,6,52,33,
1,基隆,2017-04-05,52,3,5,52,25,
83,麥寮,2017-04-04,64,6,,,64,
80,關山,2017-04-04,44,1,,44,32,
78,馬公,2017-04-04,61,4,4,61,50,
77,金門,2017-04-04,70,10,5,66,70,
75,馬祖,2017-04-04,73,5,4,73,58,
72,埔里,2017-04-04,68,4,5,68,50,
71,復興,2017-04-04,52,8,6,,52,
70,永和,2017-04-04,35,3,6,,35,
69,竹山,2017-04-04,68,4,4,68,56,
68,中壢,2017-04-04,59,5,11,,59,
67,三重,2017-04-04,51,4,15,,51,
66,冬山,2017-04-04,53,2,3,53,38,
65,宜蘭,2017-04-04,54,2,4,54,43,
64,陽明,2017-04-04,57,4,2,57,24,
63,花蓮,2017-04-04,55,1,3,55,37,
62,臺東,2017-04-04,42,2,4,42,35,
61,恆春,2017-04-04,58,1,2,58,38,
60,潮州,2017-04-04,92,6,5,92,58,
59,屏東,2017-04-04,70,5,4,70,50,
58,小港,2017-04-04,75,8,4,75,52,
57,前鎮,2017-04-04,54,8,,,54,
56,前金,2017-04-04,78,6,5,78,58,
54,左營,2017-04-04,78,6,4,78,55,
53,楠梓,2017-04-04,74,4,5,74,64,
52,林園,2017-04-04,75,4,4,75,40,
51,大寮,2017-04-04,72,5,4,72,49,
50,鳳山,2017-04-04,58,5,5,,58,
49,仁武,2017-04-04,74,7,4,74,54,
48,橋頭,2017-04-04,62,5,5,58,62,
47,美濃,2017-04-04,66,3,4,66,52,
46,臺南,2017-04-04,67,5,5,67,52,
45,安南,2017-04-04,65,4,4,65,56,
44,善化,2017-04-04,56,6,3,56,54,
43,新營,2017-04-04,58,5,4,56,58,
42,嘉義,2017-04-04,66,8,5,66,55,
41,臺西,2017-04-04,56,6,,,56,
40,朴子,2017-04-04,63,4,4,63,62,
39,新港,2017-04-04,65,4,5,65,58,
38,崙背,2017-04-04,63,4,5,63,58,
37,斗六,2017-04-04,70,3,3,70,54,
36,南投,2017-04-04,57,4,5,57,54,
35,二林,2017-04-04,62,4,4,62,58,
34,線西,2017-04-04,59,5,,,59,
33,彰化,2017-04-04,60,7,5,60,49,
32,西屯,2017-04-04,67,8,5,67,52,
31,忠明,2017-04-04,65,8,7,65,49,
30,大里,2017-04-04,64,5,5,64,56,
29,沙鹿,2017-04-04,67,6,4,67,53,
28,豐原,2017-04-04,71,3,5,71,44,
27,三義,2017-04-04,67,4,4,67,49,
26,苗栗,2017-04-04,72,4,5,72,55,
25,頭份,2017-04-04,53,3,,,53,
24,新竹,2017-04-04,77,4,7,77,52,
23,竹東,2017-04-04,64,3,5,64,52,
22,湖口,2017-04-04,87,7,5,87,55,
21,龍潭,2017-04-04,87,5,7,87,54,
20,平鎮,2017-04-04,86,5,6,86,54,
19,觀音,2017-04-04,87,6,4,87,56,
18,大園,2017-04-04,90,8,5,90,56,
17,桃園,2017-04-04,78,8,6,78,41,
16,大同,2017-04-04,49,4,16,,49,
15,松山,2017-04-04,52,3,4,52,38,
14,古亭,2017-04-04,55,2,4,55,32,
13,萬華,2017-04-04,55,3,5,55,35,
12,中山,2017-04-04,55,2,7,55,41,
11,士林,2017-04-04,56,3,3,56,37,
10,淡水,2017-04-04,59,3,3,59,35,
9,林口,2017-04-04,72,5,4,72,47,
8,菜寮,2017-04-04,62,2,6,62,38,
7,新莊,2017-04-04,67,4,6,67,38,
6,板橋,2017-04-04,56,4,7,56,44,
5,土城,2017-04-04,59,1,5,59,35,
4,新店,2017-04-04,55,2,3,55,34,
3,萬里,2017-04-04,43,4,3,43,28,
2,汐止,2017-04-04,52,2,5,52,32,
1,基隆,2017-04-04,55,2,3,55,28,
83,麥寮,2017-04-03,69,4,,,69,
80,關山,2017-04-03,51,1,,51,41,
78,馬公,2017-04-03,64,5,4,64,50,
77,金門,2017-04-03,66,8,4,61,66,
75,馬祖,2017-04-03,80,4,9,80,64,
72,埔里,2017-04-03,86,5,6,86,53,
71,復興,2017-04-03,54,6,8,,54,
70,永和,2017-04-03,37,3,5,,37,
69,竹山,2017-04-03,81,4,5,81,60,
68,中壢,2017-04-03,52,4,13,,52,
67,三重,2017-04-03,56,5,14,,56,
66,冬山,2017-04-03,58,3,4,58,46,
65,宜蘭,2017-04-03,60,3,3,60,45,
64,陽明,2017-04-03,61,4,2,61,24,
63,花蓮,2017-04-03,63,3,4,63,45,
62,臺東,2017-04-03,49,3,4,49,43,
61,恆春,2017-04-03,67,1,2,67,41,
60,潮州,2017-04-03,78,4,4,78,58,
59,屏東,2017-04-03,82,4,5,82,56,
58,小港,2017-04-03,65,7,5,65,54,
57,前鎮,2017-04-03,56,5,,,56,
56,前金,2017-04-03,77,4,5,77,53,
54,左營,2017-04-03,84,4,5,84,54,
53,楠梓,2017-04-03,83,4,4,83,60,
52,林園,2017-04-03,57,3,4,57,42,
51,大寮,2017-04-03,68,6,5,68,53,
50,鳳山,2017-04-03,64,6,6,,64,
49,仁武,2017-04-03,80,5,5,80,54,
48,橋頭,2017-04-03,67,5,4,67,57,
47,美濃,2017-04-03,77,4,4,77,51,
46,臺南,2017-04-03,77,4,5,77,54,
45,安南,2017-04-03,76,4,5,76,58,
44,善化,2017-04-03,64,4,4,64,53,
43,新營,2017-04-03,68,4,4,68,56,
42,嘉義,2017-04-03,83,6,5,83,57,
41,臺西,2017-04-03,70,7,,,70,
40,朴子,2017-04-03,75,4,4,75,66,
39,新港,2017-04-03,84,5,6,84,64,
38,崙背,2017-04-03,77,4,6,77,60,
37,斗六,2017-04-03,79,4,5,79,55,
36,南投,2017-04-03,79,5,7,79,62,
35,二林,2017-04-03,75,6,6,75,70,
34,線西,2017-04-03,62,5,,,62,
33,彰化,2017-04-03,71,8,7,71,59,
32,西屯,2017-04-03,75,7,6,75,58,
31,忠明,2017-04-03,72,7,7,72,54,
30,大里,2017-04-03,72,6,6,72,61,
29,沙鹿,2017-04-03,74,6,5,74,56,
28,豐原,2017-04-03,78,5,4,78,52,
27,三義,2017-04-03,73,2,4,73,52,
26,苗栗,2017-04-03,73,4,5,73,55,
25,頭份,2017-04-03,44,2,,,44,
24,新竹,2017-04-03,63,4,5,63,40,
23,竹東,2017-04-03,58,3,4,58,33,
22,湖口,2017-04-03,66,5,5,66,42,
21,龍潭,2017-04-03,61,4,5,61,50,
20,平鎮,2017-04-03,60,4,4,60,46,
19,觀音,2017-04-03,61,5,4,61,52,
18,大園,2017-04-03,62,6,4,62,53,
17,桃園,2017-04-03,55,4,5,55,41,
16,大同,2017-04-03,54,4,8,,54,
15,松山,2017-04-03,52,4,5,52,45,
14,古亭,2017-04-03,59,3,4,59,32,
13,萬華,2017-04-03,52,3,5,52,39,
12,中山,2017-04-03,48,3,6,48,40,
11,士林,2017-04-03,55,4,3,55,37,
10,淡水,2017-04-03,57,4,3,57,35,
9,林口,2017-04-03,58,2,4,58,48,
8,菜寮,2017-04-03,54,3,5,54,38,
7,新莊,2017-04-03,56,3,7,56,42,
6,板橋,2017-04-03,53,3,5,53,44,
5,土城,2017-04-03,57,2,4,57,34,
4,新店,2017-04-03,60,3,4,60,38,
3,萬里,2017-04-03,62,5,3,62,33,
2,汐止,2017-04-03,57,3,5,57,35,
1,基隆,2017-04-03,57,4,5,57,28,
83,麥寮,2017-04-02,80,8,,,80,
80,關山,2017-04-02,56,2,,56,52,
78,馬公,2017-04-02,65,4,3,65,54,
77,金門,2017-04-02,74,9,5,64,74,
75,馬祖,2017-04-02,77,6,6,77,65,
72,埔里,2017-04-02,72,3,5,72,45,
71,復興,2017-04-02,56,6,7,,56,
70,永和,2017-04-02,52,4,7,,52,
69,竹山,2017-04-02,84,4,6,84,60,
68,中壢,2017-04-02,66,6,11,,66,
67,三重,2017-04-02,62,6,16,,62,
66,冬山,2017-04-02,68,3,4,68,56,
65,宜蘭,2017-04-02,70,3,4,70,54,
64,陽明,2017-04-02,65,6,3,65,38,
63,花蓮,2017-04-02,72,3,5,72,56,
62,臺東,2017-04-02,54,3,4,54,54,
61,恆春,2017-04-02,71,2,3,71,53,
60,潮州,2017-04-02,74,4,6,74,70,
59,屏東,2017-04-02,72,7,6,72,58,
58,小港,2017-04-02,61,12,5,61,60,
57,前鎮,2017-04-02,58,6,,,58,
56,前金,2017-04-02,69,4,5,69,56,
54,左營,2017-04-02,68,4,5,68,56,
53,楠梓,2017-04-02,67,4,5,67,63,
52,林園,2017-04-02,63,5,5,63,46,
51,大寮,2017-04-02,67,4,6,67,58,
50,鳳山,2017-04-02,64,6,7,,64,
49,仁武,2017-04-02,69,8,5,69,58,
48,橋頭,2017-04-02,61,4,5,61,59,
47,美濃,2017-04-02,85,3,5,85,52,
46,臺南,2017-04-02,80,4,6,80,60,
45,安南,2017-04-02,82,6,5,82,66,
44,善化,2017-04-02,72,5,5,72,65,
43,新營,2017-04-02,74,4,6,74,68,
42,嘉義,2017-04-02,77,6,8,77,62,
41,臺西,2017-04-02,66,8,,,66,
40,朴子,2017-04-02,81,5,5,81,72,
39,新港,2017-04-02,81,6,5,81,65,
38,崙背,2017-04-02,76,5,6,76,66,
37,斗六,2017-04-02,84,4,6,84,58,
36,南投,2017-04-02,72,4,7,72,60,
35,二林,2017-04-02,72,7,5,72,65,
