SiteId,SiteName,MonitorDate,PSI,SO2SubIndex,COSubIndex,O3SubIndex,PM10SubIndex,NO2SubIndex
34,線西,2017-04-02,61,8,,,61,
33,彰化,2017-04-02,73,3,10,73,59,
32,西屯,2017-04-02,77,6,5,77,56,
31,忠明,2017-04-02,74,5,6,74,50,
30,大里,2017-04-02,75,4,6,75,56,
29,沙鹿,2017-04-02,76,5,6,76,56,
28,豐原,2017-04-02,74,3,4,74,44,
27,三義,2017-04-02,71,3,4,71,48,
26,苗栗,2017-04-02,71,5,5,71,56,
25,頭份,2017-04-02,52,4,,,52,
24,新竹,2017-04-02,67,4,5,67,53,
23,竹東,2017-04-02,62,3,4,62,49,
22,湖口,2017-04-02,68,4,4,68,54,
21,龍潭,2017-04-02,70,4,5,70,52,
20,平鎮,2017-04-02,66,4,6,66,60,
19,觀音,2017-04-02,68,8,6,68,64,
18,大園,2017-04-02,67,8,6,67,61,
17,桃園,2017-04-02,68,5,5,68,54,
16,大同,2017-04-02,62,4,11,,62,
15,松山,2017-04-02,65,5,7,65,54,
14,古亭,2017-04-02,66,3,6,66,50,
13,萬華,2017-04-02,62,4,6,62,52,
12,中山,2017-04-02,60,4,8,60,55,
11,士林,2017-04-02,63,4,5,63,54,
10,淡水,2017-04-02,64,5,7,64,54,
9,林口,2017-04-02,64,1,4,64,58,
8,菜寮,2017-04-02,64,4,6,64,54,
7,新莊,2017-04-02,68,,5,68,,
6,板橋,2017-04-02,64,5,6,64,54,
5,土城,2017-04-02,70,4,7,70,,
4,新店,2017-04-02,68,4,5,68,52,
3,萬里,2017-04-02,72,4,4,72,60,
2,汐止,2017-04-02,66,6,6,66,52,
1,基隆,2017-04-02,68,3,6,68,46,
83,麥寮,2017-04-01,66,4,,,66,
80,關山,2017-04-01,44,1,,44,27,
78,馬公,2017-04-01,61,3,4,61,50,
77,金門,2017-04-01,66,5,5,66,60,
75,馬祖,2017-04-01,68,4,4,68,56,
72,埔里,2017-04-01,65,2,5,65,30,
71,復興,2017-04-01,52,6,8,,52,
70,永和,2017-04-01,50,3,10,,50,
69,竹山,2017-04-01,72,2,5,72,54,
68,中壢,2017-04-01,62,5,16,,62,
67,三重,2017-04-01,60,5,18,,60,
66,冬山,2017-04-01,60,2,4,60,46,
65,宜蘭,2017-04-01,60,3,5,60,47,
64,陽明,2017-04-01,60,2,4,60,28,
63,花蓮,2017-04-01,49,3,5,49,40,
62,臺東,2017-04-01,41,2,5,41,24,
61,恆春,2017-04-01,59,1,3,59,26,
60,潮州,2017-04-01,62,3,4,62,49,
59,屏東,2017-04-01,55,3,6,55,41,
58,小港,2017-04-01,51,7,6,51,47,
57,前鎮,2017-04-01,54,5,,,54,
56,前金,2017-04-01,59,7,7,59,50,
54,左營,2017-04-01,61,4,7,61,54,
53,楠梓,2017-04-01,65,3,5,65,56,
52,林園,2017-04-01,52,5,5,52,27,
51,大寮,2017-04-01,58,5,5,58,42,
50,鳳山,2017-04-01,54,6,7,,54,
49,仁武,2017-04-01,58,6,6,58,53,
48,橋頭,2017-04-01,56,3,6,56,56,
47,美濃,2017-04-01,51,1,4,51,32,
46,臺南,2017-04-01,71,4,7,71,52,
45,安南,2017-04-01,72,2,6,72,58,
44,善化,2017-04-01,65,3,5,65,53,
43,新營,2017-04-01,67,4,6,67,56,
42,嘉義,2017-04-01,67,7,8,67,54,
41,臺西,2017-04-01,48,5,,,48,
40,朴子,2017-04-01,72,4,4,72,66,
39,新港,2017-04-01,71,4,6,71,56,
38,崙背,2017-04-01,52,5,5,51,52,
37,斗六,2017-04-01,74,2,5,74,50,
36,南投,2017-04-01,64,3,6,64,47,
35,二林,2017-04-01,66,3,5,66,53,
34,線西,2017-04-01,54,4,,,54,
33,彰化,2017-04-01,63,3,6,63,45,
32,西屯,2017-04-01,69,3,4,69,46,
31,忠明,2017-04-01,66,3,5,66,36,
30,大里,2017-04-01,67,3,6,67,,
29,沙鹿,2017-04-01,67,3,5,67,45,
28,豐原,2017-04-01,68,4,4,68,35,
27,三義,2017-04-01,64,2,4,64,41,
26,苗栗,2017-04-01,64,3,6,64,56,
25,頭份,2017-04-01,52,3,,,52,
24,新竹,2017-04-01,59,2,6,59,54,
23,竹東,2017-04-01,53,3,6,53,49,
22,湖口,2017-04-01,65,6,5,65,56,
21,龍潭,2017-04-01,61,3,6,61,56,
20,平鎮,2017-04-01,59,4,6,59,57,
19,觀音,2017-04-01,62,6,5,62,58,
18,大園,2017-04-01,61,7,6,61,58,
17,桃園,2017-04-01,59,6,7,59,52,
16,大同,2017-04-01,61,4,16,,61,
15,松山,2017-04-01,58,2,7,58,50,
14,古亭,2017-04-01,53,2,7,53,44,
13,萬華,2017-04-01,52,3,7,52,48,
12,中山,2017-04-01,52,2,10,52,52,
11,士林,2017-04-01,56,3,5,56,46,
10,淡水,2017-04-01,60,2,6,60,54,
9,林口,2017-04-01,60,3,6,60,58,
8,菜寮,2017-04-01,57,3,8,57,51,
7,新莊,2017-04-01,61,3,5,61,50,
6,板橋,2017-04-01,58,3,8,58,52,
5,土城,2017-04-01,58,2,8,58,,
4,新店,2017-04-01,56,3,6,56,49,
3,萬里,2017-04-01,69,3,4,69,69,
2,汐止,2017-04-01,62,3,6,62,49,
1,基隆,2017-04-01,62,2,6,62,45,
83,麥寮,2017-03-31,80,4,,,80,
80,關山,2017-03-31,40,1,,40,33,
78,馬公,2017-03-31,45,4,4,44,45,
77,金門,2017-03-31,56,7,5,39,56,
75,馬祖,2017-03-31,49,3,4,49,40,
72,埔里,2017-03-31,51,4,5,51,50,
71,復興,2017-03-31,54,10,8,,54,
70,永和,2017-03-31,43,4,19,,43,
69,竹山,2017-03-31,58,4,5,53,58,
68,中壢,2017-03-31,53,4,16,,53,
67,三重,2017-03-31,58,5,24,,58,
66,冬山,2017-03-31,48,2,5,48,33,
65,宜蘭,2017-03-31,47,3,4,47,33,
64,陽明,2017-03-31,52,1,3,52,25,
63,花蓮,2017-03-31,50,2,3,50,31,
62,臺東,2017-03-31,39,2,5,39,39,
61,恆春,2017-03-31,50,4,2,50,38,
60,潮州,2017-03-31,59,4,3,49,59,
59,屏東,2017-03-31,57,4,6,57,54,
58,小港,2017-03-31,28,,5,28,,
57,前鎮,2017-03-31,56,9,,,56,
56,前金,2017-03-31,58,8,6,36,58,
54,左營,2017-03-31,55,6,7,38,55,
53,楠梓,2017-03-31,67,8,6,33,67,
52,林園,2017-03-31,37,4,8,26,37,
51,大寮,2017-03-31,54,5,5,36,54,
50,鳳山,2017-03-31,66,8,7,,66,
49,仁武,2017-03-31,60,9,6,36,60,
48,橋頭,2017-03-31,58,6,5,30,58,
47,美濃,2017-03-31,50,2,5,50,50,
46,臺南,2017-03-31,56,6,7,40,56,
45,安南,2017-03-31,60,6,6,40,60,
44,善化,2017-03-31,56,6,5,42,56,
43,新營,2017-03-31,65,4,5,42,65,
42,嘉義,2017-03-31,63,5,7,45,63,
41,臺西,2017-03-31,60,5,,,60,
40,朴子,2017-03-31,73,4,5,44,73,
39,新港,2017-03-31,68,4,6,44,68,
38,崙背,2017-03-31,69,6,6,49,69,
37,斗六,2017-03-31,60,5,5,51,60,
36,南投,2017-03-31,53,2,5,46,53,
35,二林,2017-03-31,70,5,6,60,70,
34,線西,2017-03-31,62,6,,,62,
33,彰化,2017-03-31,53,4,7,53,53,
32,西屯,2017-03-31,55,5,6,50,55,
31,忠明,2017-03-31,48,5,7,47,48,
30,大里,2017-03-31,57,4,6,49,57,
29,沙鹿,2017-03-31,53,4,6,53,52,
28,豐原,2017-03-31,52,5,15,52,45,
27,三義,2017-03-31,42,4,4,42,41,
26,苗栗,2017-03-31,50,4,6,44,50,
25,頭份,2017-03-31,47,4,,,47,
24,新竹,2017-03-31,43,3,7,43,,
23,竹東,2017-03-31,38,2,6,37,38,
22,湖口,2017-03-31,50,6,5,50,46,
21,龍潭,2017-03-31,49,4,6,44,49,
20,平鎮,2017-03-31,47,6,6,45,47,
19,觀音,2017-03-31,56,4,5,52,56,
18,大園,2017-03-31,54,6,7,54,54,
17,桃園,2017-03-31,45,7,9,45,45,
16,大同,2017-03-31,57,5,18,,57,
15,松山,2017-03-31,42,3,12,42,41,
14,古亭,2017-03-31,43,3,9,43,37,
13,萬華,2017-03-31,41,,10,34,41,
12,中山,2017-03-31,48,4,14,36,48,
11,士林,2017-03-31,44,4,11,44,40,
10,淡水,2017-03-31,50,5,10,50,44,
9,林口,2017-03-31,54,,6,50,54,
8,菜寮,2017-03-31,47,4,12,38,47,
7,新莊,2017-03-31,50,6,11,44,50,
6,板橋,2017-03-31,52,8,11,37,52,
5,土城,2017-03-31,43,5,10,43,42,
4,新店,2017-03-31,45,4,7,45,31,
3,萬里,2017-03-31,57,2,5,57,45,
2,汐止,2017-03-31,48,3,11,48,37,
1,基隆,2017-03-31,52,2,8,52,29,
83,麥寮,2017-03-30,84,5,,,84,
80,關山,2017-03-30,35,1,,29,35,
78,馬公,2017-03-30,53,3,4,52,53,
77,金門,2017-03-30,78,12,6,62,78,
75,馬祖,2017-03-30,58,3,4,58,58,
72,埔里,2017-03-30,83,4,5,83,57,
71,復興,2017-03-30,66,12,10,,66,
70,永和,2017-03-30,62,6,20,,62,
69,竹山,2017-03-30,76,8,6,76,70,
68,中壢,2017-03-30,76,9,18,,76,
67,三重,2017-03-30,72,8,24,,72,
66,冬山,2017-03-30,50,2,6,44,50,
65,宜蘭,2017-03-30,47,3,5,46,47,
64,陽明,2017-03-30,66,3,4,66,33,
63,花蓮,2017-03-30,39,1,6,39,38,
62,臺東,2017-03-30,38,2,8,27,38,
61,恆春,2017-03-30,45,1,2,45,37,
60,潮州,2017-03-30,67,6,5,67,64,
59,屏東,2017-03-30,88,9,8,88,66,
58,小港,2017-03-30,67,14,8,50,67,
57,前鎮,2017-03-30,68,11,,,68,
56,前金,2017-03-30,77,10,7,77,72,
54,左營,2017-03-30,83,10,9,83,72,
53,楠梓,2017-03-30,87,8,10,81,87,
52,林園,2017-03-30,52,6,6,43,52,
51,大寮,2017-03-30,68,9,7,59,68,
50,鳳山,2017-03-30,74,11,10,,74,
49,仁武,2017-03-30,75,10,9,73,75,
48,橋頭,2017-03-30,76,8,7,71,76,
47,美濃,2017-03-30,112,6,6,112,66,
46,臺南,2017-03-30,98,8,8,98,68,
45,安南,2017-03-30,93,8,6,93,78,
44,善化,2017-03-30,74,6,5,74,65,
43,新營,2017-03-30,78,6,6,65,78,
42,嘉義,2017-03-30,70,5,6,68,70,
41,臺西,2017-03-30,70,6,,,70,
40,朴子,2017-03-30,85,7,6,80,85,
39,新港,2017-03-30,79,5,7,70,79,
38,崙背,2017-03-30,68,5,6,66,68,
37,斗六,2017-03-30,74,7,6,74,73,
36,南投,2017-03-30,68,6,7,68,64,
35,二林,2017-03-30,77,8,6,62,77,
34,線西,2017-03-30,78,9,,,78,
33,彰化,2017-03-30,66,10,8,47,66,
32,西屯,2017-03-30,69,8,9,67,69,
31,忠明,2017-03-30,72,8,10,72,64,
30,大里,2017-03-30,73,6,8,73,72,
29,沙鹿,2017-03-30,70,5,7,59,70,
28,豐原,2017-03-30,66,6,6,66,58,
27,三義,2017-03-30,56,3,4,53,56,
26,苗栗,2017-03-30,68,6,6,47,68,
25,頭份,2017-03-30,64,2,,,64,
24,新竹,2017-03-30,48,6,9,48,,
23,竹東,2017-03-30,62,4,6,42,62,
22,湖口,2017-03-30,72,6,7,56,72,
21,龍潭,2017-03-30,68,5,7,56,68,
20,平鎮,2017-03-30,68,10,9,50,68,
19,觀音,2017-03-30,70,8,6,52,70,
18,大園,2017-03-30,66,9,7,51,66,
17,桃園,2017-03-30,66,11,10,51,66,
16,大同,2017-03-30,72,8,26,,72,
15,松山,2017-03-30,83,2,12,83,56,
14,古亭,2017-03-30,87,5,12,87,56,
13,萬華,2017-03-30,96,7,14,96,58,
12,中山,2017-03-30,86,6,15,86,58,
11,士林,2017-03-30,70,5,9,70,56,
10,淡水,2017-03-30,56,6,7,49,56,
9,林口,2017-03-30,68,,7,53,68,
8,菜寮,2017-03-30,87,7,12,87,65,
7,新莊,2017-03-30,66,11,11,66,66,
6,板橋,2017-03-30,81,11,11,81,72,
5,土城,2017-03-30,87,8,9,87,62,
4,新店,2017-03-30,81,4,9,81,54,
3,萬里,2017-03-30,73,7,6,73,54,
2,汐止,2017-03-30,106,7,10,106,56,
1,基隆,2017-03-30,58,,8,58,48,
83,麥寮,2017-03-29,88,6,,,88,
80,關山,2017-03-29,50,1,,31,50,
78,馬公,2017-03-29,59,4,4,59,58,
77,金門,2017-03-29,81,13,6,62,81,
75,馬祖,2017-03-29,58,4,9,58,56,
72,埔里,2017-03-29,69,4,5,69,56,
71,復興,2017-03-29,69,9,13,,69,
70,永和,2017-03-29,61,8,20,,61,
69,竹山,2017-03-29,81,5,5,81,61,
68,中壢,2017-03-29,84,11,22,,84,
67,三重,2017-03-29,73,9,21,,73,
66,冬山,2017-03-29,56,2,6,52,56,
65,宜蘭,2017-03-29,58,3,5,58,56,
64,陽明,2017-03-29,64,5,3,64,46,
63,花蓮,2017-03-29,53,2,4,53,48,
62,臺東,2017-03-29,52,1,5,36,52,
61,恆春,2017-03-29,58,2,2,58,46,
60,潮州,2017-03-29,89,4,5,89,72,
59,屏東,2017-03-29,75,7,9,75,68,
58,小港,2017-03-29,72,14,8,72,69,
57,前鎮,2017-03-29,71,9,,,71,
56,前金,2017-03-29,82,8,8,82,75,
54,左營,2017-03-29,84,9,8,84,74,
53,楠梓,2017-03-29,76,6,6,74,76,
52,林園,2017-03-29,81,7,5,81,58,
51,大寮,2017-03-29,85,7,6,85,71,
50,鳳山,2017-03-29,76,10,9,,76,
49,仁武,2017-03-29,75,8,6,75,70,
48,橋頭,2017-03-29,76,6,6,63,76,
47,美濃,2017-03-29,70,4,5,70,62,
46,臺南,2017-03-29,70,6,7,70,68,
45,安南,2017-03-29,78,7,6,66,78,
44,善化,2017-03-29,66,6,5,63,66,
43,新營,2017-03-29,76,6,5,63,76,
42,嘉義,2017-03-29,66,4,7,66,64,
41,臺西,2017-03-29,77,10,,,77,
40,朴子,2017-03-29,84,6,7,69,84,
39,新港,2017-03-29,80,6,8,73,80,
38,崙背,2017-03-29,76,6,7,71,76,
37,斗六,2017-03-29,80,5,5,80,62,
36,南投,2017-03-29,68,2,7,68,67,
35,二林,2017-03-29,80,6,7,66,80,
34,線西,2017-03-29,76,8,,,76,
33,彰化,2017-03-29,64,7,8,60,64,
32,西屯,2017-03-29,68,3,7,62,68,
31,忠明,2017-03-29,63,4,9,63,63,
30,大里,2017-03-29,68,4,7,68,66,
29,沙鹿,2017-03-29,68,3,6,68,62,
28,豐原,2017-03-29,63,4,4,63,56,
27,三義,2017-03-29,59,3,4,59,58,
26,苗栗,2017-03-29,66,4,7,66,63,
25,頭份,2017-03-29,62,2,,,62,
24,新竹,2017-03-29,63,5,7,63,,
23,竹東,2017-03-29,59,3,5,48,59,
22,湖口,2017-03-29,70,6,6,68,70,
21,龍潭,2017-03-29,72,6,7,72,66,
20,平鎮,2017-03-29,76,10,9,65,76,
19,觀音,2017-03-29,74,10,6,67,74,
18,大園,2017-03-29,76,11,7,65,76,
17,桃園,2017-03-29,71,17,10,62,71,
16,大同,2017-03-29,70,10,23,,70,
15,松山,2017-03-29,72,,9,72,62,
14,古亭,2017-03-29,76,9,9,76,59,
13,萬華,2017-03-29,64,9,10,64,62,
12,中山,2017-03-29,62,7,11,58,62,
11,士林,2017-03-29,61,5,8,61,57,
10,淡水,2017-03-29,66,6,8,62,66,
9,林口,2017-03-29,77,8,8,62,77,
8,菜寮,2017-03-29,66,11,10,66,66,
7,新莊,2017-03-29,69,12,10,64,69,
6,板橋,2017-03-29,72,11,10,68,72,
5,土城,2017-03-29,77,10,10,77,66,
4,新店,2017-03-29,88,9,8,88,60,
3,萬里,2017-03-29,70,4,4,70,55,
2,汐止,2017-03-29,66,10,9,66,59,
1,基隆,2017-03-29,70,4,6,70,50,
83,麥寮,2017-03-28,82,5,,,82,
80,關山,2017-03-28,53,3,,52,53,
78,馬公,2017-03-28,62,1,5,62,60,
77,金門,2017-03-28,78,9,5,64,78,
75,馬祖,2017-03-28,70,8,9,62,70,
72,埔里,2017-03-28,78,4,5,78,57,
71,復興,2017-03-28,66,9,9,,66,
70,永和,2017-03-28,58,3,14,,58,
69,竹山,2017-03-28,78,6,5,78,64,
68,中壢,2017-03-28,72,7,20,,72,
67,三重,2017-03-28,75,5,19,,75,
66,冬山,2017-03-28,61,2,5,61,60,
65,宜蘭,2017-03-28,63,3,5,63,62,
64,陽明,2017-03-28,71,4,4,71,45,
63,花蓮,2017-03-28,68,2,6,68,60,
62,臺東,2017-03-28,56,2,6,49,56,
61,恆春,2017-03-28,68,4,3,68,56,
60,潮州,2017-03-28,92,6,5,92,68,
59,屏東,2017-03-28,80,6,6,80,60,
58,小港,2017-03-28,70,12,6,70,62,
57,前鎮,2017-03-28,69,8,,,69,
56,前金,2017-03-28,100,8,7,100,76,
54,左營,2017-03-28,89,8,7,89,69,
53,楠梓,2017-03-28,83,6,6,83,76,
52,林園,2017-03-28,60,6,5,60,52,
51,大寮,2017-03-28,76,8,6,76,64,
50,鳳山,2017-03-28,72,8,7,,72,
49,仁武,2017-03-28,79,9,6,79,74,
48,橋頭,2017-03-28,74,8,6,68,74,
47,美濃,2017-03-28,76,4,4,76,56,
46,臺南,2017-03-28,70,5,8,70,68,
45,安南,2017-03-28,72,5,6,71,72,
44,善化,2017-03-28,75,5,5,61,75,
43,新營,2017-03-28,74,6,6,58,74,
42,嘉義,2017-03-28,66,4,7,62,66,
41,臺西,2017-03-28,72,6,,,72,
40,朴子,2017-03-28,76,5,5,66,76,
39,新港,2017-03-28,74,6,7,65,74,
38,崙背,2017-03-28,72,6,5,72,66,
37,斗六,2017-03-28,76,7,6,76,72,
36,南投,2017-03-28,68,5,8,68,66,
35,二林,2017-03-28,76,8,6,70,76,
34,線西,2017-03-28,84,8,,,84,
33,彰化,2017-03-28,72,9,10,67,72,
32,西屯,2017-03-28,73,6,7,73,70,
31,忠明,2017-03-28,72,5,10,72,62,
30,大里,2017-03-28,73,5,9,73,72,
29,沙鹿,2017-03-28,80,6,8,74,80,
28,豐原,2017-03-28,84,5,6,84,66,
27,三義,2017-03-28,74,4,5,74,60,
26,苗栗,2017-03-28,74,4,7,74,68,
25,頭份,2017-03-28,65,5,,,65,
24,新竹,2017-03-28,74,4,11,73,74,
23,竹東,2017-03-28,58,3,6,54,58,
22,湖口,2017-03-28,86,8,6,86,70,
21,龍潭,2017-03-28,95,4,7,95,66,
20,平鎮,2017-03-28,89,10,8,89,68,
19,觀音,2017-03-28,86,9,6,86,70,
18,大園,2017-03-28,88,11,7,88,72,
17,桃園,2017-03-28,86,10,11,86,66,
16,大同,2017-03-28,75,5,19,,75,
15,松山,2017-03-28,64,7,7,64,59,
14,古亭,2017-03-28,70,4,7,70,58,
13,萬華,2017-03-28,68,4,9,68,60,
12,中山,2017-03-28,64,4,12,59,64,
11,士林,2017-03-28,70,4,8,70,60,
10,淡水,2017-03-28,78,8,8,78,63,
9,林口,2017-03-28,86,6,7,86,69,
8,菜寮,2017-03-28,71,4,10,71,62,
7,新莊,2017-03-28,75,6,10,75,64,
6,板橋,2017-03-28,77,5,9,77,64,
5,土城,2017-03-28,86,9,10,86,64,
4,新店,2017-03-28,64,3,5,64,56,
3,萬里,2017-03-28,64,4,4,64,54,
2,汐止,2017-03-28,60,3,7,60,56,
1,基隆,2017-03-28,66,3,5,66,52,
83,麥寮,2017-03-27,80,5,,,80,
80,關山,2017-03-27,50,2,,48,50,
78,馬公,2017-03-27,62,4,4,61,62,
77,金門,2017-03-27,83,12,6,59,83,
75,馬祖,2017-03-27,72,4,13,72,72,
72,埔里,2017-03-27,78,3,6,78,45,
71,復興,2017-03-27,56,8,10,,56,
70,永和,2017-03-27,58,5,8,,58,
69,竹山,2017-03-27,83,5,6,83,57,
68,中壢,2017-03-27,68,7,15,,68,
67,三重,2017-03-27,72,7,20,,72,
66,冬山,2017-03-27,58,3,4,56,58,
65,宜蘭,2017-03-27,61,4,5,61,60,
64,陽明,2017-03-27,65,9,3,65,46,
63,花蓮,2017-03-27,62,2,6,62,56,
62,臺東,2017-03-27,52,2,5,47,52,
61,恆春,2017-03-27,68,3,3,68,56,
60,潮州,2017-03-27,78,4,6,78,56,
59,屏東,2017-03-27,85,4,8,85,52,
58,小港,2017-03-27,59,12,7,58,59,
57,前鎮,2017-03-27,60,8,,,60,
56,前金,2017-03-27,67,6,9,67,58,
54,左營,2017-03-27,69,5,8,69,58,
53,楠梓,2017-03-27,67,5,9,67,64,
52,林園,2017-03-27,56,3,5,56,38,
51,大寮,2017-03-27,60,9,7,60,56,
50,鳳山,2017-03-27,61,6,9,,61,
49,仁武,2017-03-27,68,7,8,68,60,
48,橋頭,2017-03-27,64,5,8,57,64,
47,美濃,2017-03-27,76,3,6,76,49,
46,臺南,2017-03-27,81,5,8,81,58,
45,安南,2017-03-27,75,6,7,75,64,
44,善化,2017-03-27,64,4,6,64,61,
43,新營,2017-03-27,68,6,7,65,68,
42,嘉義,2017-03-27,66,7,8,66,62,
41,臺西,2017-03-27,68,6,,,68,
40,朴子,2017-03-27,74,5,6,71,74,
39,新港,2017-03-27,72,8,9,66,72,
38,崙背,2017-03-27,70,7,6,70,64,
37,斗六,2017-03-27,75,7,7,75,58,
36,南投,2017-03-27,72,2,7,72,56,
35,二林,2017-03-27,74,8,5,70,74,
34,線西,2017-03-27,71,8,,,71,
33,彰化,2017-03-27,69,3,9,69,56,
32,西屯,2017-03-27,74,5,6,74,59,
31,忠明,2017-03-27,55,,9,45,55,
30,大里,2017-03-27,75,5,10,75,61,
29,沙鹿,2017-03-27,72,6,8,72,58,
28,豐原,2017-03-27,74,4,5,74,52,
27,三義,2017-03-27,70,3,5,70,54,
26,苗栗,2017-03-27,65,6,8,65,64,
25,頭份,2017-03-27,58,5,,,58,
24,新竹,2017-03-27,61,4,6,61,60,
23,竹東,2017-03-27,55,4,5,55,54,
22,湖口,2017-03-27,65,7,5,65,63,
21,龍潭,2017-03-27,62,5,6,59,62,
20,平鎮,2017-03-27,64,6,6,61,64,
19,觀音,2017-03-27,69,10,5,64,69,
18,大園,2017-03-27,67,5,5,65,67,
17,桃園,2017-03-27,61,5,6,56,61,
16,大同,2017-03-27,74,6,10,,74,
15,松山,2017-03-27,59,3,7,59,58,
14,古亭,2017-03-27,59,4,6,59,58,
13,萬華,2017-03-27,61,5,7,50,61,
12,中山,2017-03-27,63,5,8,48,63,
11,士林,2017-03-27,60,6,4,59,60,
10,淡水,2017-03-27,62,6,4,62,59,
9,林口,2017-03-27,66,4,4,58,66,
8,菜寮,2017-03-27,62,5,6,58,62,
7,新莊,2017-03-27,62,4,8,59,62,
6,板橋,2017-03-27,61,5,7,56,61,
5,土城,2017-03-27,59,3,6,59,56,
4,新店,2017-03-27,61,4,5,61,58,
3,萬里,2017-03-27,72,4,4,72,58,
2,汐止,2017-03-27,65,5,6,65,56,
1,基隆,2017-03-27,68,3,9,68,50,
83,麥寮,2017-03-26,60,7,,,60,
80,關山,2017-03-26,37,2,,37,20,
78,馬公,2017-03-26,54,3,4,47,54,
77,金門,2017-03-26,62,9,6,36,62,
75,馬祖,2017-03-26,55,4,5,48,55,
72,埔里,2017-03-26,28,3,5,28,17,
71,復興,2017-03-26,39,4,11,,39,
70,永和,2017-03-26,58,1,9,,58,
69,竹山,2017-03-26,40,3,6,27,40,
68,中壢,2017-03-26,66,6,14,,66,
67,三重,2017-03-26,70,5,21,,70,
66,冬山,2017-03-26,51,2,4,47,51,
